[0, 0, 0];0.982;0.0
[0, 0, 2];11.7217826087;9.86012040134
[0, 0, 3];0.355;0.0224234234234
[0, 0, 4];0.962;0.0
[0, 0, 5];35.0862307692;3.89550167224
[0, 0, 6];35.0860133779;3.0456187291
[0, 0, 7];68.4528033333;22.01216
[0, 0, 8];0.982;0.0
[0, 0, 9];3.701;0.0
[0, 0, 11];68.4526655518;20.3437190635
[0, 1, 0];11.7227424749;21.2782441472
[0, 1, 1];3.216;0.0
[0, 1, 2];68.4542433333;39.4416333333
[0, 1, 3];173.872441472;168.153210702
[0, 1, 4];11.7225652174;18.8464214047
[0, 1, 5];35.0875117057;18.2910668896
[0, 1, 6];3.216;0.0
[0, 1, 7];0.962;0.0
[0, 1, 9];0.982;0.0
[0, 1, 10];0.788;0.0
[0, 1, 11];2.25;0.0
[0, 1, 12];0.788;0.0
[0, 2, 0];0.161;0.0
[0, 2, 1];3.216;0.0
[0, 2, 2];173.879832776;258.167602007
[0, 2, 3];0.161;0.0
[0, 2, 4];3.701;0.0
[0, 2, 5];35.0865284281;6.48302675585
[0, 2, 6];3.216;0.0
[0, 3, 0];68.45447;42.0407533333
[0, 3, 1];173.874344482;191.559287625
[0, 3, 2];0.962;0.0
[0, 3, 3];11.7222073579;15.0416287625
[0, 4, 0];0.788;0.0
[0, 4, 1];2.25;0.0
[0, 4, 2];0.788;0.0
[0, 5, 0];3.701;0.0
[0, 5, 1];3.701;0.0
[0, 5, 2];0.788;0.0
[0, 6, 0];173.882795987;294.653341137
[0, 6, 1];0.355;0.0701711711712
[0, 6, 2];11.7219665552;11.602006689
[0, 6, 3];2.25;0.0
[0, 6, 4];68.4573666667;76.5850833333
[0, 6, 5];11.7215150502;6.15375919732
[0, 6, 7];0.962;0.0
[0, 6, 8];0.355;0.0277027027027
[0, 6, 9];0.788;0.0
[0, 6, 10];35.0863545151;4.69398327759
[0, 6, 11];11.7236086957;31.4244882943
[0, 6, 12];3.216;0.0
[0, 6, 13];0.962;0.0
[0, 7, 0];173.8869699;344.009076923
[0, 7, 1];3.701;0.0
[0, 7, 2];3.701;0.0
[0, 7, 3];0.962;0.0
[0, 7, 4];3.701;0.0
[0, 7, 5];0.962;0.0
[0, 7, 6];68.45249;18.0387133333
[0, 7, 7];11.7235652174;30.7325585284
[0, 7, 8];3.216;0.0
[0, 8, 0];11.7216722408;9.01608026756
[0, 8, 1];0.962;0.0
[0, 8, 2];0.355;0.0258108108108
[0, 8, 3];0.788;0.0
[0, 8, 4];35.0866488294;8.68858528428
[0, 8, 5];0.355;0.0705675675676
[0, 8, 7];0.962;0.0
[0, 8, 8];0.161;0.0
[0, 8, 9];68.4545833333;43.2665333333
[0, 9, 0];0.161;0.0
[0, 9, 1];35.0869063545;11.0136053512
[0, 9, 2];0.355;0.0367117117117
[0, 9, 3];0.161;0.0
[0, 9, 4];0.788;0.0
[0, 9, 5];0.161;0.0
[0, 9, 6];0.161;0.0
[0, 9, 7];173.872026756;162.394498328
[0, 9, 8];173.889822742;377.833668896
[0, 9, 9];3.216;0.0
[0, 9, 10];3.216;0.0
[0, 9, 11];0.962;0.0
[0, 9, 12];0.161;0.0
[0, 9, 13];0.982;0.0
[0, 10, 0];3.216;0.0
[0, 10, 1];173.883287625;299.7629699
[0, 10, 2];35.0868929766;10.9103979933
[0, 11, 0];0.788;0.0
[0, 11, 1];0.962;0.0
[0, 11, 2];68.4526533333;20.2225866667
[0, 11, 3];0.962;0.0
[0, 12, 0];35.0866588629;9.00215384615
[0, 12, 1];3.216;0.0
[0, 12, 2];0.982;0.0
[0, 12, 4];0.788;0.0
[0, 13, 0];173.873107023;176.752090301
[0, 13, 1];173.872217391;165.333056856
[0, 13, 2];3.701;0.0
[0, 13, 3];173.889963211;379.72129097
[0, 13, 4];0.355;0.036
[0, 13, 5];11.722638796;19.7783076923
[0, 13, 6];2.25;0.0
[0, 13, 7];35.0864481605;5.52737458194
[0, 13, 8];2.25;0.0
[0, 13, 9];3.216;0.0
[0, 13, 10];0.161;0.0
[0, 13, 11];11.722270903;15.6091036789
[1, 0, 1];35.0862842809;4.21020401338
[1, 1, 1];0.355;0.0390630630631
[1, 1, 2];3.216;0.0
[1, 2, 0];173.893822742;426.596602007
[1, 2, 1];0.355;0.0263603603604
[1, 2, 2];0.962;0.0
[1, 2, 3];35.0869063545;11.0504782609
[1, 2, 4];11.7224615385;17.5388227425
[1, 2, 5];173.878779264;244.859324415
[1, 2, 6];0.962;0.0
[2, 0, 0];0.788;0.0
[2, 0, 2];0.161;0.0
[2, 0, 3];3.216;0.0
[2, 0, 4];3.216;0.0
[2, 0, 5];3.701;0.0
[2, 0, 6];0.982;0.0
[2, 0, 7];0.161;0.0
[2, 0, 8];0.355;0.040018018018
[2, 0, 9];2.25;0.0
[2, 0, 11];0.962;0.0
[2, 0, 12];0.355;0.0214414414414
[2, 0, 13];11.722812709;21.9526254181
[2, 1, 1];11.7230401338;24.4744682274
[2, 2, 0];68.45548;54.0576066667
[2, 2, 1];3.216;0.0
[2, 2, 2];0.161;0.0
[2, 2, 3];173.874023411;188.040852843
[2, 2, 4];173.87948495;254.631170569
[2, 2, 5];173.869939799;138.331886288
[2, 2, 6];3.216;0.0
[2, 2, 7];68.45411;37.6206733333
[2, 2, 8];3.216;0.0
[2, 3, 0];0.355;0.0358108108108
[2, 3, 1];68.45298;23.83364
[2, 3, 3];3.216;0.0
[2, 3, 4];2.25;0.0
[2, 3, 5];3.216;0.0
[2, 3, 6];0.788;0.0
[2, 3, 7];0.962;0.0
[2, 3, 8];3.216;0.0
[2, 3, 9];0.788;0.0
[2, 4, 0];0.161;0.0
[2, 4, 1];68.45706;73.2509266667
[2, 4, 2];3.216;0.0
[2, 4, 3];0.982;0.0
[2, 4, 4];3.701;0.0
[2, 5, 0];35.0860401338;3.14068896321
[2, 5, 1];3.216;0.0
[2, 5, 2];0.355;0.0445585585586
[2, 5, 3];173.871444816;156.616832776
[2, 5, 4];11.723083612;24.9739397993
[2, 5, 5];0.355;0.0269099099099
[2, 5, 6];0.788;0.0
[2, 5, 7];35.0872374582;15.4680334448
[2, 5, 8];0.982;0.0
[2, 5, 9];0.962;0.0
[2, 5, 11];2.25;0.0
[3, 0, 0];0.355;0.0284144144144
[3, 0, 1];3.216;0.0
[3, 0, 4];68.4536566667;32.2771966667
[3, 0, 5];0.982;0.0
[3, 0, 6];0.355;0.0255315315315
[3, 0, 7];0.161;0.0
[3, 0, 8];0.161;0.0
[3, 0, 9];173.899989967;500.124140468
[3, 0, 11];0.161;0.0
[3, 0, 12];3.216;0.0
[3, 0, 13];35.0871705686;14.7582474916
[3, 1, 0];173.889742475;377.85219398
